order_id,customer_id,order_date,status,total_amount,shipping_country
246,8cb8d365-962f-428a-a0a6-9f59845b89df,2024-06-19T23:28:46.444585,paid,3386.34,USA
247,a230ec0e-cde4-40ee-b948-7c3eab92c6a1,2024-07-06T23:28:46.444612,shipped,3905.70,UK
248,eb2ffdf0-1af4-434a-a8eb-bf396dbf7d84,2024-12-13T23:28:46.444641,paid,3035.66,Australia
249,5df73a88-a3f6-46f3-a7f1-21f7a26bc972,2024-06-03T23:28:46.444670,shipped,1520.26,Japan
250,c81d9aaf-13ff-4391-a437-ae408e35b448,2025-10-07T23:28:46.444703,paid,3996.91,Australia
251,7eddce40-a3d1-48dd-9b64-5f22f6b81a9f,2024-12-30T23:28:46.444745,cancelled,5091.82,Japan
252,95b357c9-d44a-42d0-8ab1-d349e7b80e56,2024-07-23T23:28:46.444787,shipped,9312.94,Germany
253,495108f5-f0b9-49c7-8628-10573eb416bb,2024-01-09T23:28:46.444830,shipped,8287.34,Canada
254,70d03b0e-e7ec-4121-b3fa-7c1c1e6c006c,2024-12-29T23:28:46.444874,paid,6074.73,Germany
255,60e42f73-93d2-41dd-a937-555200ee3a07,2025-04-22T23:28:46.444919,paid,7525.13,Japan
256,34149837-aa6a-4563-9cdd-912cd455556d,2024-12-22T23:28:46.444966,shipped,10585.80,India
257,3ec64af0-6050-4961-9207-c6b80f054f58,2025-06-14T23:28:46.445012,paid,5194.90,UK
258,7ca8baac-ecd6-4ebc-9531-c6bab061fbea,2024-02-15T23:28:46.445058,paid,9197.48,Germany
259,c81d9aaf-13ff-4391-a437-ae408e35b448,2024-05-07T23:28:46.445111,paid,3615.96,Australia
260,7872c67c-ca4f-4ab7-99c8-67105c312b8f,2025-06-22T23:28:46.445160,cancelled,7191.51,India
261,975a2154-333e-48a9-896d-9b2a0bd4cd59,2025-03-08T23:28:46.445208,paid,2209.39,India
262,404de692-7a14-4885-aebd-1aa0522e5127,2024-12-02T23:28:46.445253,paid,7211.89,Germany
263,00bf1833-0cb2-40ff-8430-0d94c8c89dbd,2025-10-15T23:28:46.445300,paid,7447.35,Australia
264,b8d72140-d027-45c1-8320-909a4df171d9,2024-10-17T23:28:46.445345,paid,8812.12,Australia
265,0b584597-5f3e-4526-b5bc-c8c4fbcd5f54,2025-05-14T23:28:46.445393,shipped,5627.38,Germany
266,eb79bcaf-2333-45e9-9cf5-7155809cc8f7,2024-11-14T23:28:46.445463,paid,1507.17,Japan
267,0bd3e7a5-8767-4c2c-97a7-854fab606730,2023-12-28T23:28:46.445510,shipped,2798.79,France
268,e5b70b91-5f59-4e5d-9e6c-b11603ccfe91,2024-07-25T23:28:46.445557,paid,5227.80,India
269,035f597a-64d0-4c7f-8803-8573e144aaf4,2023-11-29T23:28:46.445606,paid,414.80,France
270,da2767df-1a5c-426c-834e-713f19b9472e,2023-12-14T23:28:46.445658,paid,8449.32,France
271,4b9f6110-ebbd-4667-aef8-431099e0c8e9,2025-03-21T23:28:46.445706,cancelled,6313.17,UK
272,ceb17b91-ad69-466d-9c51-b446441c5831,2024-02-21T23:28:46.445751,paid,6967.58,USA
273,0b584597-5f3e-4526-b5bc-c8c4fbcd5f54,2025-05-10T23:28:46.445798,shipped,2454.78,Germany
274,1df8be30-37cc-428f-874a-b85439d46bbe,2024-12-16T23:28:46.445844,paid,8298.22,France
275,b227bce0-b06b-4d93-a914-94c0d0e49b7f,2024-07-15T23:28:46.445889,paid,6829.31,USA
276,2a46a712-9ebd-4e9c-8cbb-a80f7409e51d,2025-05-23T23:28:46.445935,paid,3988.57,Australia
277,584ee86e-acdb-46fe-8c20-2fb3a42a2c28,2024-04-04T23:28:46.445980,paid,1249.20,India
278,58958151-d4e7-4c18-9d76-f6284f3a9c92,2025-07-27T23:28:46.446025,paid,754.24,Canada
279,1a29cfbe-f19b-4f66-b009-41e6bf232e47,2025-01-08T23:28:46.446070,paid,7658.95,Japan
280,7768640a-56f8-40e1-803f-31ad1029b353,2024-09-16T23:28:46.446120,paid,6624.94,Japan
281,24369008-5b0c-4d28-9cdb-c37a76c6971d,2025-06-04T23:28:46.446169,returned,11911.68,Germany
282,b227bce0-b06b-4d93-a914-94c0d0e49b7f,2024-11-30T23:28:46.446215,paid,3285.49,USA
283,4e98a5b9-f987-4452-8e94-e36210270211,2024-08-25T23:28:46.446260,paid,6005.70,India
284,2372f764-981c-4aaa-8468-6411fb3b3125,2023-12-04T23:28:46.446307,paid,5441.90,Germany
285,d5002f37-a8da-43f1-9dc5-d93bf1f1c32c,2023-11-16T23:28:46.446365,paid,7230.05,India
286,ec48ab59-dbc8-4c7c-8f24-17c16dde2025,2024-03-17T23:28:46.446430,paid,10783.47,USA
287,c4addaac-ac98-4f42-99f3-9a4035fd5f35,2025-08-06T23:28:46.446474,shipped,1676.90,UK
288,651c5680-ae82-4a87-bb17-d9aabf91dc14,2024-09-24T23:28:46.446519,paid,1324.99,UK
289,e9b1fda8-a652-4c27-8aba-85ba0b277759,2024-03-13T23:28:46.446569,shipped,8919.50,France
290,0d925dd0-eed5-413d-b0fd-5a25479ff7bb,2024-06-25T23:28:46.446615,paid,3265.74,Australia
291,83db0d3a-b40f-42ce-9eb9-ab7d716e5b65,2025-04-05T23:28:46.446663,shipped,3304.70,Germany
292,21db73cc-1bfc-4548-893c-364b10e4f2d9,2025-06-16T23:28:46.446708,shipped,1396.20,Japan
293,34149837-aa6a-4563-9cdd-912cd455556d,2025-01-19T23:28:46.446752,paid,1615.75,India
294,8db9300c-36ed-48b0-b395-f6c909fa64eb,2025-04-17T23:28:46.446796,shipped,4683.51,UK
295,0c7f2e83-b486-4c01-a454-044029872c38,2024-04-09T23:28:46.446843,shipped,384.12,Germany
296,223dabce-a024-47a1-b195-b1e31ea0e98a,2024-08-25T23:28:46.446882,shipped,5848.63,India
297,2206215c-3012-472b-8bda-595caca3a5b0,2024-03-27T23:28:46.446924,pending,9825.87,UK
298,88d4bae9-4739-4a18-8302-e4ede48937a9,2025-07-06T23:28:46.446968,shipped,2032.10,Japan
299,9e8eca8b-a9f5-45cb-96cb-22a51d8e67ee,2024-04-30T23:28:46.447018,returned,30.80,Canada
300,0b888973-2821-4bd8-87f8-92a358bad179,2024-04-19T23:28:46.447058,shipped,2842.58,UK
301,b269f4bb-9b7a-4de9-b483-6e0dac0b41b3,2025-01-29T23:28:46.447098,shipped,700.68,Australia
302,e97fa926-fb1e-4bc2-9621-a9ff1ac44a03,2023-11-25T23:28:46.447135,paid,11443.97,USA
303,6c13080b-2974-470b-aa28-afd502b4dcf0,2024-10-18T23:28:46.447177,paid,9217.05,Australia
304,da85ac8a-61da-4869-a155-18d4100eaae1,2025-04-11T23:28:46.447215,shipped,3958.77,India
305,cf2e5f3d-880e-4cde-9e7a-70c89b693c45,2025-05-05T23:28:46.447255,paid,7406.30,Canada
306,9ccecb27-598d-4f06-a9bc-aa5883749d3f,2024-09-12T23:28:46.447296,paid,496.96,India
307,756f428b-2c53-42eb-8324-e885f5d26971,2025-11-02T23:28:46.447336,paid,9857.38,Canada
308,dfd2b51f-2089-4712-8af4-90020da27fa9,2024-07-03T23:28:46.447380,shipped,4427.11,Canada
309,8c918f39-aad5-46dd-81fe-8ef206ab4db4,2025-06-26T23:28:46.447456,paid,5171.05,Germany
310,ceb17b91-ad69-466d-9c51-b446441c5831,2024-08-04T23:28:46.447504,shipped,11001.86,USA
311,07625f86-27d4-4804-822c-194b627839ff,2025-05-13T23:28:46.447549,paid,6147.56,Australia
312,87feedfe-6d67-47be-aee2-91d040a3c4c1,2024-08-10T23:28:46.447596,paid,6443.47,USA
313,9c74add3-cb3a-49a0-bb34-cd357dc366cc,2024-09-05T23:28:46.447639,paid,6193.38,Australia
314,88d4bae9-4739-4a18-8302-e4ede48937a9,2025-03-16T23:28:46.447685,shipped,8202.04,Japan
315,5a9c73b0-5b39-43d3-b9f8-0cfd9255abf3,2024-05-03T23:28:46.447730,paid,7955.06,UK
316,a8a33fdb-bb84-4e46-9f61-b437b5af7d73,2024-04-11T23:28:46.447776,paid,1446.88,Australia
317,a99b7720-d132-4136-a556-984f0dcc74a0,2024-03-29T23:28:46.447822,paid,4436.25,Germany
318,f17c35cc-ebba-4760-b01e-9071ccb1ca91,2024-05-23T23:28:46.447866,returned,4282.12,Canada
319,4e1d5a08-4325-4ee0-b7d6-afd3b4c27fd6,2024-06-02T23:28:46.447911,paid,9974.12,USA
320,00320175-ef5b-4888-b8fb-d6181ad2b797,2024-07-18T23:28:46.447959,paid,4598.95,USA
321,e9b1fda8-a652-4c27-8aba-85ba0b277759,2024-02-04T23:28:46.448002,paid,11387.17,France
322,404de692-7a14-4885-aebd-1aa0522e5127,2025-09-20T23:28:46.448048,cancelled,7307.95,Germany
323,4b9f6110-ebbd-4667-aef8-431099e0c8e9,2024-08-06T23:28:46.448093,paid,8420.04,UK
324,975a2154-333e-48a9-896d-9b2a0bd4cd59,2024-12-09T23:28:46.448139,paid,7327.47,India
325,50ae45b1-e845-4e1b-8f72-a97180e4829e,2025-05-26T23:28:46.448186,pending,8642.80,Germany
326,23fff952-b246-4b91-9192-96716e1c64e5,2024-04-15T23:28:46.448232,paid,10868.36,Japan
327,8c7a3f2c-8591-4b2c-b329-f6d8502ddcc2,2025-05-24T23:28:46.448278,paid,3155.58,Australia
328,04e39f73-c42d-4395-a648-df81b297b090,2024-02-13T23:28:46.448328,pending,1833.80,Australia
329,35772a70-71b4-42ff-a7ed-c23ee0b83648,2025-07-07T23:28:46.448384,paid,14792.52,UK
330,5b7769bb-a40a-4f67-80f5-f6ca39c45dec,2025-07-01T23:28:46.448447,paid,3780.17,USA
331,8b239247-52d1-4775-9083-c052774dfc4f,2025-02-23T23:28:46.448487,pending,5207.62,Japan
332,584ee86e-acdb-46fe-8c20-2fb3a42a2c28,2025-05-19T23:28:46.448515,cancelled,2515.99,India
333,3706b05a-ea9a-4a28-8866-e006097f0b7e,2024-08-13T23:28:46.448544,paid,4295.14,Canada
334,9e038a58-6200-46b3-ba14-be5a6012737e,2023-11-27T23:28:46.448572,paid,5400.28,Canada
335,919df88e-65c5-4d9c-ba55-f846cbc2d375,2024-05-22T23:28:46.448601,shipped,3731.16,Canada
336,8c918f39-aad5-46dd-81fe-8ef206ab4db4,2025-06-18T23:28:46.448629,paid,6626.28,Germany
337,ac79849a-2e8e-4bc8-bb7f-8bad362b0279,2024-06-24T23:28:46.448657,shipped,4885.76,Germany
338,d1b0ea63-69ee-4ec2-a6a8-1e1b42360e51,2024-10-17T23:28:46.448685,paid,6571.48,UK
339,0b2401b2-3d30-4cf7-a09c-a938edfaa4af,2024-01-31T23:28:46.448713,paid,2682.95,France
340,fa4ef249-183e-4e53-a946-14d1d3f9f6f2,2024-01-26T23:28:46.448740,paid,4469.84,Australia
341,bab68118-702d-4559-9e7e-35f6a3e28f01,2025-05-26T23:28:46.448769,paid,9299.21,USA
342,92361cc2-54e1-40d3-ab69-71a5e3d0fab2,2024-07-14T23:28:46.448797,shipped,5186.78,USA
343,12dc740d-f08d-4786-9e6f-acd04c231a0d,2023-12-15T23:28:46.448825,shipped,2676.82,Germany
344,a8631834-2865-44dc-9b0d-986fb7ae256c,2025-06-18T23:28:46.448853,paid,5672.17,Germany
345,80d4b519-e168-4fc0-b2dc-2388ed549b11,2025-01-22T23:28:46.448880,cancelled,9920.31,Germany
346,f1396ae2-4283-4c1a-a1a2-1d3f1094c6eb,2023-12-20T23:28:46.448907,paid,5686.06,USA
347,ce10d58b-e1cb-44bc-877f-afbba731ec48,2024-05-18T23:28:46.448935,paid,2411.80,India
348,d275d5d0-7cbc-401e-803c-9daa204a368c,2024-01-16T23:28:46.448966,shipped,3434.74,Australia
349,7872c67c-ca4f-4ab7-99c8-67105c312b8f,2025-02-13T23:28:46.448996,shipped,6906.38,India
350,b120a4f7-219c-4621-b679-55e1964f0be9,2024-03-25T23:28:46.449026,paid,664.12,Japan
351,981db264-5c9e-46b2-8674-c5db5a9d1c9a,2023-12-26T23:28:46.449058,paid,1085.88,Canada
352,495108f5-f0b9-49c7-8628-10573eb416bb,2024-12-03T23:28:46.449086,shipped,4374.01,Canada
353,0df232d5-d0eb-48b6-8f66-30887ca82406,2024-05-02T23:28:46.449114,pending,3406.53,Australia
354,e256b5d9-bdeb-4687-817b-585d2e30e834,2025-09-05T23:28:46.449145,pending,1667.30,Canada
355,ad42b034-72c6-42c3-b099-324d0488666b,2025-07-30T23:28:46.449173,shipped,5655.29,UK
356,1eb06030-8cb3-446e-8fdc-30403f66a73e,2025-01-27T23:28:46.449202,paid,13018.68,Japan
357,886d8b74-8af0-4d25-aa16-6a667105fb62,2024-02-18T23:28:46.449230,paid,3950.30,France
358,815a7ac1-a9f4-4772-9ab8-d975cf4617e0,2024-03-10T23:28:46.449257,paid,5766.93,France
359,8fc84d76-6b50-4da6-816f-447eff36e012,2024-03-04T23:28:46.449285,paid,2216.64,Germany
360,2e30b402-e2ff-4826-8477-0861dbf361b2,2025-07-23T23:28:46.449314,shipped,3190.68,France
361,5cad46bf-8a61-4e6b-9b6b-eb20247d1eb7,2024-07-23T23:28:46.449342,shipped,6619.41,India
362,89f83256-ad42-4136-889f-36c9f83489e3,2024-08-06T23:28:46.449370,cancelled,3371.24,Canada
363,05c97be5-ab51-4c33-986b-78fb7cc6288c,2024-09-02T23:28:46.449398,shipped,7374.63,France
364,e9abffe2-264b-4963-8f2d-1f704184d094,2025-06-01T23:28:46.449440,shipped,5166.90,India
365,eb2ffdf0-1af4-434a-a8eb-bf396dbf7d84,2025-09-11T23:28:46.449469,paid,10527.72,Australia
366,b8cc847c-19af-4cd3-b351-04e958ebb5f7,2025-02-22T23:28:46.449498,returned,5452.48,UK
367,a26f2cbb-72ac-4a34-8914-d189a324d2bb,2024-08-19T23:28:46.449528,paid,3297.06,Germany
368,d275d5d0-7cbc-401e-803c-9daa204a368c,2024-10-07T23:28:46.449556,paid,2324.77,Australia
369,60e79156-bc3e-4faa-a86b-63b5d31d7c34,2025-06-19T23:28:46.449587,paid,337.10,India
370,26397945-9b25-4cbe-b701-52432f35ec94,2024-02-24T23:28:46.449615,paid,1883.70,Japan
371,b3c00ea9-e5b1-45ec-8975-2f819fb9d336,2025-02-21T23:28:46.449644,paid,6577.06,France
372,2a9499b6-12b0-4b8e-b46a-b9094083ed37,2024-04-07T23:28:46.449673,shipped,7898.56,Japan
373,9124e8e8-27ad-4c90-88a0-05bf16097761,2024-06-22T23:28:46.449701,paid,9460.02,Germany
374,409ec63d-7503-4e5c-839d-c43b02e57c5c,2025-10-06T23:28:46.449729,shipped,10220.08,India
375,8a0cfaf5-09d1-4f0c-b410-34cb86373a3c,2023-11-28T23:28:46.449757,paid,7093.13,Japan
376,7342623c-7a31-4b89-a87c-2615c26ae4d6,2025-11-10T23:28:46.449784,paid,7064.93,Japan
377,396fb895-1076-420e-b317-62420af27875,2024-08-24T23:28:46.449811,paid,11063.63,USA
378,31b838bc-5ca9-47fb-8f40-1d40427c064e,2025-03-27T23:28:46.449839,pending,2296.77,Germany
379,5d92377a-4e76-4299-9d62-68da2ab86e2f,2024-04-12T23:28:46.449868,paid,5263.61,France
380,95b357c9-d44a-42d0-8ab1-d349e7b80e56,2023-12-16T23:28:46.449895,paid,7250.18,Germany
381,0f8f6272-5d54-47da-a07a-ad97cefd34b3,2024-01-21T23:28:46.449923,paid,4074.72,USA
382,cf47a810-96ff-4f81-a979-b0015028f681,2024-07-31T23:28:46.449951,shipped,8881.64,Germany
383,c3dd50ea-3381-4798-a7ed-0d1636e21053,2025-04-20T23:28:46.449978,paid,5459.30,India
384,8212d659-30fa-477d-9000-8ce5189df385,2024-10-16T23:28:46.450008,shipped,5127.77,India
385,a14ae6cc-2121-43ff-9b91-add73f50f021,2024-10-10T23:28:46.450037,shipped,3413.36,Canada
386,9cf31c5a-2127-4071-bc01-3457e6df171e,2025-08-19T23:28:46.450064,shipped,8561.88,Germany
387,62b4fce0-6b15-4b0e-99cc-949b67b952fb,2025-05-03T23:28:46.450093,paid,7981.55,Canada
388,886d8b74-8af0-4d25-aa16-6a667105fb62,2024-03-16T23:28:46.450120,paid,1081.95,France
389,0066a49b-c8f1-472f-98de-74abb463f2ab,2024-05-09T23:28:46.450149,paid,7353.74,Germany
390,5a35f400-2eca-4787-9d0c-3316e14448ca,2024-08-10T23:28:46.450177,returned,2241.23,Canada
391,39abc2b0-5fce-4a3e-9dfd-ec624d243b49,2024-12-01T23:28:46.450204,paid,3411.82,USA
392,58958151-d4e7-4c18-9d76-f6284f3a9c92,2025-07-15T23:28:46.450232,paid,2186.28,Canada
393,a759e2a3-dbdf-49c6-b17e-c8559408fd1e,2023-12-20T23:28:46.450260,shipped,8746.51,Australia
394,37fc2838-2485-4d91-8c50-63348358e1f8,2024-03-30T23:28:46.450288,paid,7634.00,USA
395,39abc2b0-5fce-4a3e-9dfd-ec624d243b49,2025-06-22T23:28:46.450315,paid,8847.23,USA
396,c7784073-1f83-4aed-b5d9-bd6bbceaa352,2024-02-19T23:28:46.450350,pending,6008.88,Canada
397,7ca8baac-ecd6-4ebc-9531-c6bab061fbea,2025-05-21T23:28:46.450379,paid,3764.08,Germany
398,5df73a88-a3f6-46f3-a7f1-21f7a26bc972,2025-08-06T23:28:46.450420,paid,2770.75,Japan
399,b8bc7ce7-b23e-472d-8f81-5eb5dc3a9643,2024-03-18T23:28:46.450452,paid,8027.08,Germany
400,ec48ab59-dbc8-4c7c-8f24-17c16dde2025,2024-06-22T23:28:46.450480,paid,8472.14,USA
401,0066a49b-c8f1-472f-98de-74abb463f2ab,2025-04-20T23:28:46.450507,paid,7407.25,Germany
402,3314b78d-734b-4bb7-8e00-d73468634fef,2025-07-13T23:28:46.450534,returned,6293.91,UK
403,60e42f73-93d2-41dd-a937-555200ee3a07,2025-04-09T23:28:46.450561,shipped,11324.47,Japan
404,50f3cb6e-08cb-4bc0-a286-faf9e0ea2846,2025-09-10T23:28:46.450592,paid,3115.98,USA
405,21db73cc-1bfc-4548-893c-364b10e4f2d9,2024-09-14T23:28:46.450619,paid,3504.58,Japan
406,dbba1c80-fe89-4966-9def-d9a652b72ae5,2025-05-29T23:28:46.450648,paid,15640.94,UK
407,756f428b-2c53-42eb-8324-e885f5d26971,2025-08-03T23:28:46.450676,shipped,5183.15,Canada
408,c2deb452-5df9-426d-8f64-bba084dfceb3,2025-06-05T23:28:46.450705,pending,10058.89,USA
409,cf47a810-96ff-4f81-a979-b0015028f681,2025-11-07T23:28:46.450743,pending,2815.87,Germany
410,6159789c-159f-4b70-90a4-c1eb84d71a1e,2024-01-16T23:28:46.450781,paid,7733.82,USA
411,28a037d4-05a7-4ac1-99d2-ac1467bfab4a,2023-12-04T23:28:46.450827,shipped,4152.25,India
412,ba8d807c-fa96-40ad-afc6-09fe3177cf4b,2025-07-07T23:28:46.450867,paid,3506.61,USA
413,c7a8a79b-b845-4e1b-b725-836b26269706,2024-08-09T23:28:46.450910,paid,8465.98,Germany
414,d275d5d0-7cbc-401e-803c-9daa204a368c,2023-12-06T23:28:46.450955,pending,1393.16,Australia
415,50fa1c70-2b75-4947-afb7-b2595a364768,2024-06-20T23:28:46.450998,paid,4231.12,India
416,99b2d1e0-7206-4d78-8db5-c5530dc03bbf,2025-01-09T23:28:46.451039,paid,3399.55,Canada
417,3207f4b0-d83c-450b-b03c-938d421723e9,2025-03-17T23:28:46.451082,paid,13024.69,Australia
418,d1c20c7e-e339-471c-9010-559e9df9b8e0,2024-11-08T23:28:46.451125,shipped,5625.78,Australia
419,1efb4733-dc0a-4564-a7e8-651aeabd3fa7,2024-02-11T23:28:46.451166,shipped,8050.96,Australia
420,fa4ef249-183e-4e53-a946-14d1d3f9f6f2,2025-04-29T23:28:46.451208,paid,5830.78,Australia
421,e9b1fda8-a652-4c27-8aba-85ba0b277759,2024-07-16T23:28:46.451252,paid,10216.47,France
422,defd9511-40a0-4031-a135-1fc7175cd0d1,2025-09-30T23:28:46.451296,paid,8054.71,India
423,976d3a46-5469-421d-b28a-802180af2c36,2025-04-13T23:28:46.451339,paid,1503.32,Canada
424,eb79bcaf-2333-45e9-9cf5-7155809cc8f7,2024-08-06T23:28:46.451380,pending,4855.92,Japan
425,8c8639df-cf94-4baf-ba32-e3c96c927a6a,2024-05-12T23:28:46.451448,paid,3616.74,Germany
426,a8d4e6bc-039e-4e96-b6f7-3069e6f0afd7,2024-06-04T23:28:46.451497,paid,2505.63,Germany
427,d3cb0ae6-9ecb-4732-81ad-ed50c34a7b04,2024-08-15T23:28:46.451540,paid,2183.72,Germany
428,fe86b20a-99b1-4e28-b101-d08f240e1f40,2025-04-24T23:28:46.451580,shipped,3310.33,Japan
429,e8f4f00a-1432-4b27-8b9b-66dc113b42a6,2025-07-24T23:28:46.451627,paid,4285.69,Canada
430,f2048596-7ae9-47e8-a027-5b49320e1e26,2024-09-17T23:28:46.451674,shipped,3537.87,USA
431,31f4a5ff-1467-4c12-b27c-2efbc4c54c04,2025-04-02T23:28:46.451719,paid,6330.93,UK
432,fa4ef249-183e-4e53-a946-14d1d3f9f6f2,2024-08-24T23:28:46.451760,paid,2787.99,Australia
433,a26f2cbb-72ac-4a34-8914-d189a324d2bb,2024-10-13T23:28:46.451800,paid,9771.27,Germany
434,70312504-389b-4ca2-9007-353ccf2dbef4,2025-04-29T23:28:46.451842,paid,5862.79,Japan
435,06a7caa4-180c-45b0-9ec7-976f7b6439d3,2024-12-05T23:28:46.451879,paid,4345.50,Australia
436,81c10039-d949-4e37-92d5-aa2d66a7bfea,2025-06-27T23:28:46.451918,paid,566.86,UK
437,b6dd7eb3-540b-4a94-b4be-d2353bc0e575,2024-09-11T23:28:46.451958,paid,3138.48,Germany
438,1eb06030-8cb3-446e-8fdc-30403f66a73e,2025-01-15T23:28:46.451997,paid,9249.54,Japan
439,70d03b0e-e7ec-4121-b3fa-7c1c1e6c006c,2024-04-26T23:28:46.452039,shipped,8464.73,Germany
440,5a9c73b0-5b39-43d3-b9f8-0cfd9255abf3,2024-05-28T23:28:46.452082,paid,4095.21,UK
441,7768640a-56f8-40e1-803f-31ad1029b353,2024-07-17T23:28:46.452125,shipped,5585.56,Japan
442,7ca8baac-ecd6-4ebc-9531-c6bab061fbea,2024-09-01T23:28:46.452168,shipped,2949.06,Germany
443,d3ecf03a-ea85-445d-b2c9-b446afc1086f,2024-12-13T23:28:46.452213,paid,8462.72,UK
444,31f4a5ff-1467-4c12-b27c-2efbc4c54c04,2024-03-18T23:28:46.452245,cancelled,5060.21,UK
445,28a037d4-05a7-4ac1-99d2-ac1467bfab4a,2025-09-29T23:28:46.452279,pending,8482.71,India
446,981db264-5c9e-46b2-8674-c5db5a9d1c9a,2024-06-15T23:28:46.452306,pending,7757.88,Canada
447,647c94f8-aa5b-40e3-bd4c-0e6ff04b4c41,2023-12-01T23:28:46.452354,shipped,12153.83,Germany
448,c9ec81ff-7a3a-499a-be59-9cf116c53da1,2025-03-12T23:28:46.452404,paid,5978.70,France
449,ba8d807c-fa96-40ad-afc6-09fe3177cf4b,2024-09-23T23:28:46.452479,cancelled,6474.46,USA
450,8e8e3dd1-84fb-4daf-96dd-e17e8823650a,2025-01-15T23:28:46.452519,paid,374.68,USA
451,724e08a7-313d-47a4-8c06-059071b5db49,2024-07-10T23:28:46.452557,shipped,8150.10,India
452,0b888973-2821-4bd8-87f8-92a358bad179,2024-07-31T23:28:46.452589,shipped,5315.13,UK
453,6d721994-a384-4a35-b391-d7a73b292120,2024-08-05T23:28:46.452627,paid,6145.60,France
454,39f95de3-4efa-478a-86b2-bad11a652bca,2023-11-24T23:28:46.452671,paid,2961.36,USA
455,02217a75-3043-4419-ad4b-d6fc63f59001,2024-07-26T23:28:46.452707,shipped,4880.12,Australia
456,ceb17b91-ad69-466d-9c51-b446441c5831,2024-02-10T23:28:46.452736,paid,6567.55,USA
457,29d8ea57-a0b2-430a-bf06-1bc079e15f34,2025-10-11T23:28:46.452764,paid,900.60,Japan
458,72bc0425-8d26-44f7-b8dd-0e77a30294df,2024-02-25T23:28:46.452800,paid,936.70,Japan
459,1df8be30-37cc-428f-874a-b85439d46bbe,2023-12-13T23:28:46.452831,paid,384.08,France
460,62b4fce0-6b15-4b0e-99cc-949b67b952fb,2025-09-18T23:28:46.452858,paid,8884.16,Canada
461,344244da-a713-493b-a92c-078f4a295e83,2025-09-22T23:28:46.452888,paid,2189.96,France
462,4e1d5a08-4325-4ee0-b7d6-afd3b4c27fd6,2024-02-19T23:28:46.452917,pending,991.59,USA
463,e8e33fea-db03-449d-8c18-ec691d433ca2,2024-01-20T23:28:46.452948,paid,5057.15,UK
464,3c58097c-1fa7-40f0-94de-2f5e0cea95cb,2023-11-18T23:28:46.452976,shipped,1241.38,France
465,50f3cb6e-08cb-4bc0-a286-faf9e0ea2846,2025-03-14T23:28:46.453006,paid,3153.01,USA
466,6bc9baf6-1c75-4097-a101-e9ca456e4816,2024-03-29T23:28:46.453033,shipped,8672.84,Germany
467,f0694c84-feda-4f9b-92da-a9bdc1c9a303,2025-03-28T23:28:46.453062,paid,7481.29,Canada
468,4d3829b8-0a13-44a8-b839-5d17652bbc2c,2023-12-18T23:28:46.453102,paid,3981.81,Australia
469,0066a49b-c8f1-472f-98de-74abb463f2ab,2024-10-28T23:28:46.453146,paid,11094.48,Germany
470,75db391f-8f7c-4a34-8486-25e3cc4f9345,2024-05-23T23:28:46.453188,shipped,856.35,India
471,e330aa7e-8c97-4567-9389-ef02ed2eacfb,2024-05-18T23:28:46.453231,shipped,2207.75,Australia
472,d7a09621-3d03-46f9-904d-c52f88a15ae6,2024-02-17T23:28:46.453273,paid,210.66,UK
473,16e07ba5-6ccb-478d-86e9-0d74f0d94f64,2024-08-02T23:28:46.453312,paid,10258.37,Japan
474,9097efbc-6180-4379-8d24-6c8774e0c185,2025-05-14T23:28:46.453349,paid,2997.34,Germany
475,60e79156-bc3e-4faa-a86b-63b5d31d7c34,2025-05-29T23:28:46.453379,paid,4590.24,India
476,27043aa7-c897-4521-b925-903465147c43,2025-06-12T23:28:46.453410,shipped,227.66,France
477,5cad46bf-8a61-4e6b-9b6b-eb20247d1eb7,2024-09-13T23:28:46.453464,returned,7808.94,India
478,2fadc258-89af-4e45-a49b-c647c4e8e387,2024-11-23T23:28:46.453495,paid,2179.51,India
479,7cfd7b36-4be2-450b-af25-77a3616f3860,2025-05-04T23:28:46.453525,paid,6523.29,Japan
480,b8bc7ce7-b23e-472d-8f81-5eb5dc3a9643,2024-05-30T23:28:46.453556,paid,7123.14,Germany
481,8c7a3f2c-8591-4b2c-b329-f6d8502ddcc2,2024-11-27T23:28:46.453584,shipped,5890.00,Australia
482,a8d4e6bc-039e-4e96-b6f7-3069e6f0afd7,2024-03-16T23:28:46.453612,shipped,550.70,Germany
483,b6dd7eb3-540b-4a94-b4be-d2353bc0e575,2025-01-06T23:28:46.453641,paid,4512.68,Germany
484,e75ab236-71bd-4cab-8f9f-e735f7fdbe31,2025-02-20T23:28:46.453671,paid,8706.21,Australia
485,7122c1f8-f3ec-46b8-b2bd-8bbc06ecfb16,2025-01-22T23:28:46.453700,shipped,4418.02,Japan
486,33958b5c-e242-4461-b3c2-56f5cead3301,2024-11-17T23:28:46.453728,paid,9210.19,Australia
487,d1c20c7e-e339-471c-9010-559e9df9b8e0,2025-06-02T23:28:46.453756,shipped,10235.68,Australia
488,3583d919-75f2-4ab8-84bc-c217e2b4ad60,2025-05-18T23:28:46.453784,shipped,13204.77,Japan
489,cbfe6454-ef8a-4dc5-bcf3-228dabb9b402,2025-03-15T23:28:46.453812,paid,5892.84,USA
490,7342623c-7a31-4b89-a87c-2615c26ae4d6,2025-07-07T23:28:46.453840,paid,5286.19,Japan
